COUNTRY ISO2 CODE,SWIFT CODE,CODE TYPE,NAME,ADDRESS,TOWN NAME,COUNTRY NAME,TIME ZONE
UY,BSEMUYM1XXX,BIC11,BANCO DE SEGUROS DEL ESTADO,"MERCEDES 1051  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,URUGUAY,America/Montevideo
PL,BSGJPLP1XXX,BIC11,BANK SPOLDZIELCZY W GROJCU,"JATKOWA 3  GROJEC, MAZOWIECKIE, 05-600",GROJEC,POLAND,Europe/Warsaw
PL,BSGLPLP1XXX,BIC11,BANK SPOLDZIELCZY W GLOWNIE,"UL.MLYNARSKA 5/13  GLOWNO, POWIAT ZGIERSKI, 95-015",GLOWNO,POLAND,Europe/Warsaw
PL,BSGOPLP1XXX,BIC11,BANK SPOLDZIELCZY W GOWOROWIE,"UL.KOSCIELNA 1  GOWOROWO, POWIAT OSTROLECKI, 07-440",GOWOROWO,POLAND,Europe/Warsaw
PL,BSGRPLP1XXX,BIC11,BANK SPOLDZIELCZY W GRUDUSKU,"PL.GRUNWALDU 4 A  GRUDUSK, MAZOWIECKIE, 06-460",GRUDUSK,POLAND,Europe/Warsaw
PL,BSKRPLP1XXX,BIC11,BANK SPOLDZIELCZY W KROSNIEWICACH,"UL.TORUNSKA 5  KROSNIEWICE, LODZKIE, 99-340",KROSNIEWICE,POLAND,Europe/Warsaw
PL,BSLCPLP1XXX,BIC11,BANK SPOLDZIELCZY W LESZNOWOLI,"UL.SLONECZNA 223  - LESZNOWOLA POWIAT PIASECZYNSKI, 05-506 ",LESZNOWOLA,POLAND,Europe/Warsaw
PL,BSLPPLP1XXX,BIC11,BANK SPOLDZIELCZY W LAPACH,"UL.GEN.WL.SIKORSKIEGO 80  LAPY, PODLASKIE, 18-100",LAPY,POLAND,Europe/Warsaw
PL,BSMLPLP1XXX,BIC11,BANK SPOLDZIELCZY W MLAWIE,"UL.SADOWA 3  MLAWA, MAZOWIECKIE, 06-500",MLAWA,POLAND,Europe/Warsaw
PL,BSPIPLP1XXX,BIC11,BANK SPOLDZIELCZY W PIONKACH,"PLAC KONSTYTUCJI MAJA 3, 4  PIONKI, MAZOWIECKIE, 26-670",PIONKI,POLAND,Europe/Warsaw
PL,BSRAPLP1XXX,BIC11,BANK SPOLDZIELCZY W RACIAZU,"UL.MLAWSKA 20A  RACIAZ, POWIAT PLONSKI, 09-140",RACIAZ,POLAND,Europe/Warsaw
PL,BSRLPLP1XXX,BIC11,BANK SPOLDZIELCZY RZEMIOSLA W LODZI,"UL.MONIUSZKI 6  LODZ, LODZKIE, 90-111",LODZ,POLAND,Europe/Warsaw
PL,BSSOPLP1XXX,BIC11,BANK SPOLDZIELCZY W SOKOLACH,"UL.GEN.WL.SIKORSKIEGO 12 SOKOLY, POWIAT WYSOKOMAZOWIECKI 18-218",SOKOLY,POLAND,Europe/Warsaw
PL,BSSTPLP1XXX,BIC11,BANK SPOLDZIELCZY W STRZYZOWIE,"UL.WYZWOLENIA 6  STRZEGOWO, MAZOWIECKIE, 06-445",STRZEGOWO,POLAND,Europe/Warsaw
PL,BSTRPLP1XXX,BIC11,BANK SPOLDZIELCZY W TERESINIE,"UL.SZYMANOWSKA 14  TERESIN, MAZOWIECKIE, 96-515",TERESIN,POLAND,Europe/Warsaw
PL,BSWPPLP1XXX,BIC11,BANK SPOLDZIELCZY 'WSPOLNA PRACA' W KUTNIE,"UL.BARLICKIEGO 33  KUTNO, LODZKIE, 99-300",KUTNO,POLAND,Europe/Warsaw
PL,BSWRPLP1XXX,BIC11,BANK SPOLDZIELCZY W WARCE,"WARSZAWSKA 5  WARKA, MAZOWIECKIE, 05-660",WARKA,POLAND,Europe/Warsaw
PL,BSZLPLP1XXX,BIC11,BANK SPOLDZIELCZY ZIEMI LOWICKIEJ W LOWICZU,"STARY RYNEK 18  LOWICZ, LODZKIE, 99-400",LOWICZ,POLAND,Europe/Warsaw
BG,BUINBGSFXXX,BIC11,ALLIANZ BANK BULGARIA AD,"SREBARNA 16 PARK LANE OFFICE CENTER, FLOOR 6 SOFIA, SOFIA, 1407",SOFIA,BULGARIA,Europe/Sofia
BG,BUIVBG21XXX,BIC11,BULEX INVEST PLC,"PETAR PARCHEVICH 9  VARNA, VARNA, 9000",VARNA,BULGARIA,Europe/Sofia
PL,CAIXPLPWXXX,BIC11,"CAIXABANK, S.A. (SPOLKA AKCYJNA) ODDZIAL W POLSCE","UL. PROSTA 51  WARSZAWA, MAZOWIECKIE, 00-838",WARSZAWA,POLAND,Europe/Warsaw
CL,CAMCCLR1XXX,BIC11,CASA DE MONEDA DE CHILE,  ,SANTIAGO,CHILE,Pacific/Easter
AW,CBARAWAWXXX,BIC11,CENTRALE BANK VAN ARUBA,J.E. IRAUSQUIN 8  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST ,ORANJESTAD,ARUBA,America/Aruba
LV,CBBRLV22XXX,BIC11,BLUOR BANK AS,"SMILSU IELA 6  RIGA, RIGA, LV-1050",RIGA,LATVIA,Europe/Riga
UY,CBCUUYMFXXX,BIC11,BANCO CENTRAL DEL URUGUAY,"FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,URUGUAY,America/Montevideo
UY,CBCUUYMMFGD,BIC11,BANCO CENTRAL DEL URUGUAY,"  MONTEVIDEO, MONTEVIDEO",MONTEVIDEO,URUGUAY,America/Montevideo
UY,CBCUUYMMXXX,BIC11,BANCO CENTRAL DEL URUGUAY,"FLORIDA PAYSANDU MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,URUGUAY,America/Montevideo
PL,CBOPPLP1XXX,BIC11,BANK POLSKA KASA OPIEKI S.A.,"WOLOSKA 18  WARSZAWA, MAZOWIECKIE, 02-675",WARSZAWA,POLAND,Europe/Warsaw
CL,CBSCCLR1XXX,BIC11,SCOTIA AZUL CORREDORES DE BOLSA LIMITADA,  ,SANTIAGO,CHILE,Pacific/Easter
MC,CCBPMCM1XXX,BIC11,BANQUE POPULAIRE MEDITERRANEE,"SPORTING D'HIVER PLACE DU CASINO MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
CL,CCOACLR1XXX,BIC11,BTG PACTUAL CHILE S.A. CORREDORES DE BOLSA,  ,SANTIAGO,CHILE,Pacific/Easter
AL,CDISALTRXXX,BIC11,CREDINS BANK S.A.,"VASO PASHA 8  TIRANA, TIRANA, 1019",TIRANA,ALBANIA,Europe/Tirane
BG,CECBBGSFXXX,BIC11,CENTRAL COOPERATIVE BANK PLC,"TSARIGRADSKO SHOSE BLVD 87  SOFIA, SOFIA, 1113",SOFIA,BULGARIA,Europe/Sofia
BG,CEDPBGSFXXX,BIC11,CENTRAL DEPOSITORY AD,"TRI USHI STREET 6  SOFIA, SOFIA, 1000",SOFIA,BULGARIA,Europe/Sofia
CL,CELFCLR1XXX,BIC11,BTG PACTUAL CHILE SA CORREDORES DE BOLSA,  ,SANTIAGO,CHILE,Pacific/Easter
MT,CESDMTM1XXX,BIC11,"CENTRAL SECURITIES DEPOSITORY, THE","27 PIETRO FLORIANI STREET  FLORIANA, IL-FURJANA, FRN 1060",FLORIANA,MALTA,Europe/Malta
UY,CFACUYMMXXX,BIC11,BANDES URUGUAY S.A.,"ZABALA 1338  MONTEVIDEO, MONTEVIDEO, 11200",MONTEVIDEO,URUGUAY,America/Montevideo
UY,CFCOUYM1XXX,BIC11,CENTRO FINANCIERO COOPERATIVO,"SARANDI 402  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,URUGUAY,America/Montevideo
MC,CFMOMCMXXXX,BIC11,CFM INDOSUEZ WEALTH,"11 BOULEVARD ALBERT IER  MONACO, MONACO, 98012",MONACO,MONACO,Europe/Monaco
CL,CFPCCLR1XXX,BIC11,CORPORACION FOMENTO DE LA PRODUCCION,  ,SANTIAGO,CHILE,Pacific/Easter
CL,CHASCLRMXXX,BIC11,"JPMORGAN CHASE BANK, N.A., SANTIAGO BRANCH","AV. APOQUINDO 2827, FLOOR 13 LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 7590956",SANTIAGO,CHILE,Pacific/Easter
MT,CISRMTM1XXX,BIC11,W AND J COPPINI INVESTMENT SERVICES LIMITED,"FLOOR 1 58 MERCHANTS STREET VALLETTA, VALLETTA, VLT 1173",VALLETTA,MALTA,Europe/Malta
BG,CITIBGSFTRD,BIC11,"CITIBANK EUROPE PLC, BULGARIA BRANCH","SITNYAKOVO BLVD 48 SERDIKA OFFICES, FLOOR 10 SOFIA, SOFIA, 1505",SOFIA,BULGARIA,Europe/Sofia
BG,CITIBGSFXXX,BIC11,"CITIBANK EUROPE PLC, BULGARIA BRANCH","SITNYAKOVO BLVD 48 SERDIKA OFFICES, FLOOR 10 SOFIA, SOFIA, 1505",SOFIA,BULGARIA,Europe/Sofia
PL,CITIPLPXXXX,BIC11,BANK HANDLOWY W WARSZAWIE SA,"SENATORSKA 16  WARSZAWA, MAZOWIECKIE, 00-923",WARSZAWA,POLAND,Europe/Warsaw
UY,CITIUYMMCOL,BIC11,CITIBANK N.A. URUGUAY,"  COLONIA, COLONIA",COLONIA,URUGUAY,America/Montevideo
UY,CITIUYMMPDE,BIC11,CITIBANK N.A. URUGUAY,"  PUNTA DEL ESTE, MALDONADO, 20000",PUNTA DEL ESTE,URUGUAY,America/Montevideo
UY,CITIUYMMXXX,BIC11,CITIBANK N.A. URUGUAY,"CERRITO 455 CIUDAD VIEJA MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,URUGUAY,America/Montevideo
UY,CJNOUYM1XXX,BIC11,CAJA NOTARIAL DE JUBILACIONES Y PENSIONES,"18 DE JULIO 1730 FLOOR 10 MONTEVIDEO, MONTEVIDEO, 11200",MONTEVIDEO,URUGUAY,America/Montevideo
UY,CJPBUYM1XXX,BIC11,CAJA DE JUBILACIONES Y PENSIONES BANCARIAS,"CIRCUNVALACION DURANGO 314  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,URUGUAY,America/Montevideo
UY,CJPPUYM1XXX,BIC11,CAJA DE PROFESIONALES UNIVERSITARIOS,"ANDES 1521  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,URUGUAY,America/Montevideo
MC,CLSMMCM1XXX,BIC11,CAPITALIA LUXEMBOURG S.A.,"LES VILLAS DEL SOLE 47-49 BOULEVARD D'ITALIE MONACO, MONACO, 98007",MONACO,MONACO,Europe/Monaco
AW,CMBAAWAXXXX,BIC11,CARIBBEAN MERCANTILE BANK N.V.,"KAYA GILBERTO FRANCOIS CROES 53 ORANJESTAD, ORANJESTAD-WEST AND ORANJESTAD-EAST",ORANJESTAD,ARUBA,America/Aruba
MC,CMBMMCMXXXX,BIC11,CMB MONACO,"17 AVENUE DES SPELUGUES  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,CMCIMCM1LYB,BIC11,CM-CIC MONACO,"26 BOULEVARD PRINCESSE CHARLOTTE  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,CMCIMCM1XXX,BIC11,CM-CIC MONACO,"RUE GRIMALDI  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,CMMDMCM1XXX,BIC11,CREDIT MOBILIER DE MONACO,"15 AVENUE DE GRANDE BRETAGNE  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
CL,CNCCCLR1XXX,BIC11,CORPORACION NACIONAL DEL COBRE DE CHILE,  ,SANTIAGO,CHILE,Pacific/Easter
CL,CNCOCLR1XXX,BIC11,CONSORCIO CORREDORES DE BOLSA S.A.,"EL BOSQUE SUR 130, FLOOR 13 EDIFICIO CONSORCIO - SANTIAGO PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CHILE,Pacific/Easter
UY,COMEUYMMALL,BIC11,SCOTIABANK URUGUAY S.A.,"  MONTEVIDEO, MONTEVIDEO",MONTEVIDEO,URUGUAY,America/Montevideo
UY,COMEUYMMXXX,BIC11,SCOTIABANK URUGUAY S.A.,"MISIONES 1399  MONTEVIDEO, MONTEVIDEO, 11000",MONTEVIDEO,URUGUAY,America/Montevideo
CL,CONBCLRMXXX,BIC11,BANCO ITAU CHILE,"PRESIDENTE RIESCO 5537, FLOOR 7 EDIFICIO NUEVA LAS CONDES, LAS SANTIAGO, PROVINCIA DE SANTIAGO",SANTIAGO,CHILE,Pacific/Easter
UY,COPAUYM1XXX,BIC11,COPAB,"DIAGONAL FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,URUGUAY,America/Montevideo
MT,COPXMTMTXXX,BIC11,W AND J COPPINI AND CO,"144 TOWER ROAD  SLIEMA, SLIEMA, SLM 1604",SLIEMA,MALTA,Europe/Malta
AL,CRBAALTRXXX,BIC11,BANKA OTP ALBANIA SH.A,"  TIRANA, TIRANA",TIRANA,ALBANIA,Europe/Tirane
CL,CREDCLRMXXX,BIC11,BANCO DE CREDITO E INVERSIONES,  ,SANTIAGO,CHILE,Pacific/Easter
BG,CREXBGSFXXX,BIC11,TOKUDA BANK AD,"GEORG WASHINGTON 21  SOFIA, SOFIA, 1000",SOFIA,BULGARIA,Europe/Sofia
MT,CRFVMTM1XXX,BIC11,CRYSTAL FINANCE INVESTMENTS LTD.,"6 FREEDOM SQUARE  VALLETTA, VALLETTA, VLT 1060",VALLETTA,MALTA,Europe/Malta
MC,CRLYMCM1BAS,BIC11,LCL (LE CREDIT LYONNAIS) MONACO,"21 AVENUE DES BEAUX ARTS  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,CRLYMCM1CAE,BIC11,LCL (LE CREDIT LYONNAIS) MONACO,"1 AVENUE DES CITRONNIERS  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,CRLYMCM1FVI,BIC11,LCL (LE CREDIT LYONNAIS) MONACO,"13 AVENUE DU PRINCE HEREDITAIRE  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,CRLYMCM1LCM,BIC11,LCL (LE CREDIT LYONNAIS) MONACO,"7 AVENUE PRINCE PIERRE  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,CRLYMCM1LMO,BIC11,LCL (LE CREDIT LYONNAIS) MONACO,"PLACE DES MOULINS  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,CRLYMCM1MCA,BIC11,LCL (LE CREDIT LYONNAIS) MONACO,"2 AVENUE PRINCESSE ALICE  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
MC,CRLYMCM1XXX,BIC11,LCL (LE CREDIT LYONNAIS) MONACO,"1 AVENUE DES CITRONNIERS  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
CL,CRRBCLR1XXX,BIC11,ITAU CORPBANCA CORREDORES DE BOLSA S.A.,  ,SANTIAGO,CHILE,Pacific/Easter
MC,CRSGMCM1XXX,BIC11,CREDIT SUISSE ASSET MANAGEMENT,"  MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
PL,CSSNPLP1XXX,BIC11,CASPAR ASSET MANAGEMENT SPOLKA AKCYJNA,"SZKOLNA 5/13  POZNAN, WIELKOPOLSKIE, 61-832",POZNAN,POLAND,Europe/Warsaw
MT,CTBEMTM1XXX,BIC11,COMMBANK EUROPE LTD,"FLOOR 3, STRAND TOWERS 36 THE STRAND SLIEMA, SLIEMA, SLM 1022",SLIEMA,MALTA,Europe/Malta
PL,CTBSPLP1XXX,BIC11,CTBS S.A.,"CHLODNA 64  WARSZAWA, MAZOWIECKIE, 00-872",WARSZAWA,POLAND,Europe/Warsaw
PL,CUIMPLP1XXX,BIC11,AVIVA INVESTORS POLAND SPOLKA AKCYJNA W LIKWIDACJI,"UL. PROSTA 70  WARSZAWA, MAZOWIECKIE, 00-838",WARSZAWA,POLAND,Europe/Warsaw
PL,CULMPLP1XXX,BIC11,WSCHODNI BANK SPOLDZIELCZY W CHELMIE,"UL. DWORCOWA 5  CHELMNO, KUJAWSKO-POMORSKIE, 86-200",CHELMNO,POLAND,Europe/Warsaw
MT,CURPMTM1XXX,BIC11,CURMI AND PARTNERS LIMITED,"FINANCE HOUSE PRINCESS ELIZABETH STR TA'XBIEX, TA'XBIEX, XBX 1102",TA'XBIEX,MALTA,Europe/Malta
PL,DABAPLPWXXX,BIC11,DANSKE BANK A/S S.A. ODZIAL W POLSCE,"WSPOLNA 70  WARSZAWA, MAZOWIECKIE, 00-687",WARSZAWA,POLAND,Europe/Warsaw
MT,DBINMTM1XXX,BIC11,D.B.R. INVESTMENTS LIMITED,"DEBER NIGRET ROAD  ZURRIEQ, ZURRIEQ, ZRQ 3172",ZURRIEQ,MALTA,Europe/Malta
CL,DCVVCLRMXXX,BIC11,DEPOSITO CENTRAL DE VALORES S.A. DEPOSITO DE VALORES,  ,SANTIAGO,CHILE,Pacific/Easter
PL,DDPPPLP1XXX,BIC11,DORADZTWO DLA POLSKICH PRZEDSIEBIORSTW SECURITIES S.A.,"LOK. 313 PL. DABROWSKIEGO 1 WARSZAWA, MAZOWIECKIE, 00-057",WARSZAWA,POLAND,Europe/Warsaw
UY,DECVUYM1XXX,BIC11,DEPOSITARIO CENTRAL DE VALORES,"DIAGONAL FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100",MONTEVIDEO,URUGUAY,America/Montevideo
BG,DEMIBGSFXXX,BIC11,D COMMERCE BANK AD,"GENERAL TOTLEBEN BLVD 8  SOFIA, SOFIA, 1606",SOFIA,BULGARIA,Europe/Sofia
PL,DEUTPLPXXXX,BIC11,DEUTSCHE BANK POLSKA S.A.,"FOCUS BUILDING AL. ARMII LUDOWEJ 26 WARSZAWA, MAZOWIECKIE, 00-609",WARSZAWA,POLAND,Europe/Warsaw
UY,DEUTUYM1XXX,BIC11,DEUTSCHE BANK (URUGUAY) SOCIEDAD ANONIMA INSTITUCION FINANCIERA EXTERNA,"AVDA. LUIS DE HERRERA 1248 OF. 1902 MONTEVIDEO, MONTEVIDEO, 11300",MONTEVIDEO,URUGUAY,America/Montevideo
PL,DIBRPLP1XXX,BIC11,MBANK SPOLKA AKCYJNA,"WSPOLNA STREET 47/49  WARSZAWA, MAZOWIECKIE, 00-684",WARSZAWA,POLAND,Europe/Warsaw
PL,DMAFPLP1XXX,BIC11,DOM MAKLERSKI AFS SP. Z O.O.,"PANSKA CORNER PANSKA 73 WARSZAWA, MAZOWIECKIE, 00-834",WARSZAWA,POLAND,Europe/Warsaw
PL,DMOSPLP1XXX,BIC11,DOM MAKLERSKI BANKU OCHRONY SRODOWISKA SA,"MARSZALKOWSKA 78/80  WARSZAWA, MAZOWIECKIE, 00-517",WARSZAWA,POLAND,Europe/Warsaw
PL,DMPNPLP1XXX,BIC11,NOBLE SECURITIES SPOLKA AKCYJNA,"SZPITALNA 40  KRAKOW, MALOPOLSKIE, 31-024",KRAKOW,POLAND,Europe/Warsaw
PL,DMTBPLP1XXX,BIC11,DOM MAKLERSKI TMS BROKERS S.A.,"MILLENNIUM PLAZA AL.JEROZOLIMSKIE 123 A WARSZAWA, MAZOWIECKIE, 02-017",WARSZAWA,POLAND,Europe/Warsaw
PL,DOINPLP1XXX,BIC11,DOM INWESTYCYJNY NEHREBETIUS S.A.,"RETORYKA 7  KRAKOW, MALOPOLSKIE, 31-108",KRAKOW,POLAND,Europe/Warsaw
PL,DOMDPLP1XXX,BIC11,IDM SPOLKA AKCYJNA W UPADLOSCI UKLADOWEJ,"MAWY RYNEK 7  KRAKOW, MALOPOLSKIE, 31-041",KRAKOW,POLAND,Europe/Warsaw
PL,DOMHPLP1XXX,BIC11,DOM MAKLERSKI BANKU HANDLOWEGO SPOWKA AKCYJNA,"UL. CHALUBINSKIEGO 8  WARSZAWA, MAZOWIECKIE, 00-613",WARSZAWA,POLAND,Europe/Warsaw
PL,DOMKPLP1XXX,BIC11,BANK POLSKA KASA OPIEKI S.A.,"WOLOSKA 18  WARSZAWA, MAZOWIECKIE, 02-675",WARSZAWA,POLAND,Europe/Warsaw
PL,DOMNPLP1XXX,BIC11,DOM MAKLERSKI NAVIGATOR SA,"KOSZYKOWA 54  WARSZAWA, MAZOWIECKIE, 00-675",WARSZAWA,POLAND,Europe/Warsaw
PL,DOMPPLP1XXX,BIC11,DOM MAKLERSKI PENETRATOR SA,"GREY HOUSE RYNEK GLOWNY 6 KRAKOW, MALOPOLSKIE, 31-042",KRAKOW,POLAND,Europe/Warsaw
PL,DOMSPLP1XXX,BIC11,DOM MAKLERSKI BANKU BPS S.A.,"PLOCKA 9/11B  WARSZAWA, MAZOWIECKIE, 01-231",WARSZAWA,POLAND,Europe/Warsaw
CL,DSCBCLR1XXX,BIC11,DEUTSCHE SECURITIES SPA,"AVENIDA EL BOSQUE SUR 130, FLOOR 5 CONSORCIO - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000",SANTIAGO,CHILE,Pacific/Easter
PL,DZLKPLP1XXX,BIC11,BANK SPOLDZIELCZY W DZIALDOWIE Z/S W LIDZBARKU,"NOWY RYNEK 18  - LIDZBARK, POWIAT DZIALDOWSKI, 13-230 ",LIDZBARK,POLAND,Europe/Warsaw
PL,EBOSPLPW005,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  CZESTOCHOWA, SLASKIE",CZESTOCHOWA,POLAND,Europe/Warsaw
PL,EBOSPLPW017,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,POLAND,Europe/Warsaw
PL,EBOSPLPW018,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  BYDGOSZCZ, KUJAWSKO-POMORSKIE",BYDGOSZCZ,POLAND,Europe/Warsaw
PL,EBOSPLPW021,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  WROCLAW, DOLNOSLASKIE",WROCLAW,POLAND,Europe/Warsaw
PL,EBOSPLPW034,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  KOSZALIN, ZACHODNIOPOMORSKIE",KOSZALIN,POLAND,Europe/Warsaw
PL,EBOSPLPW047,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  POZNAN, WIELKOPOLSKIE",POZNAN,POLAND,Europe/Warsaw
PL,EBOSPLPW050,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  WLOCLAWEK, KUJAWSKO-POMORSKIE",WLOCLAWEK,POLAND,Europe/Warsaw
PL,EBOSPLPW063,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  OLSZTYN, WARMINSKO-MAZURSKIE",OLSZTYN,POLAND,Europe/Warsaw
PL,EBOSPLPW076,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  SZCZECIN, ZACHODNIOPOMORSKIE",SZCZECIN,POLAND,Europe/Warsaw
PL,EBOSPLPW089,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  GDANSK, POMORSKIE",GDANSK,POLAND,Europe/Warsaw
PL,EBOSPLPW102,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,POLAND,Europe/Warsaw
PL,EBOSPLPW106,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  KRAKOW, MALOPOLSKIE",KRAKOW,POLAND,Europe/Warsaw
PL,EBOSPLPW119,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  KATOWICE, SLASKIE",KATOWICE,POLAND,Europe/Warsaw
PL,EBOSPLPW122,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  RZESZOW, PODKARPACKIE",RZESZOW,POLAND,Europe/Warsaw
PL,EBOSPLPW135,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  LUBLIN, LUBELSKIE",LUBLIN,POLAND,Europe/Warsaw
PL,EBOSPLPW157,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,POLAND,Europe/Warsaw
PL,EBOSPLPW199,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  JELENIA GORA, DOLNOSLASKIE",JELENIA GORA,POLAND,Europe/Warsaw
PL,EBOSPLPW210,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  OBORNIKI , WIELKOPOLSKIE, 64-600",OBORNIKI,POLAND,Europe/Warsaw
PL,EBOSPLPW216,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  BIALYSTOK, PODLASKIE",BIALYSTOK,POLAND,Europe/Warsaw
PL,EBOSPLPW223,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  OSTROW WIELKOPOLSKI, WIELKOPOLSKIE",OSTROW WIELKOPOLSKI,POLAND,Europe/Warsaw
PL,EBOSPLPW229,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  OPOLE, OPOLSKIE",OPOLE,POLAND,Europe/Warsaw
PL,EBOSPLPW232,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  KONIN, WIELKOPOLSKIE",KONIN,POLAND,Europe/Warsaw
PL,EBOSPLPW245,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  LODZ, LODZKIE",LODZ,POLAND,Europe/Warsaw
PL,EBOSPLPW252,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  TARNOW, MALOPOLSKIE",TARNOW,POLAND,Europe/Warsaw
PL,EBOSPLPW258,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  LEGNICA, DOLNOSLASKIE",LEGNICA,POLAND,Europe/Warsaw
PL,EBOSPLPW261,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  BIELSKO BIALA, SLASKIE",BIELSKO BIALA,POLAND,Europe/Warsaw
PL,EBOSPLPW274,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  ELBLAG, WARMINSKO-MAZURSKIE",ELBLAG,POLAND,Europe/Warsaw
PL,EBOSPLPW287,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  WARSZAWA, MAZOWIECKIE",WARSZAWA,POLAND,Europe/Warsaw
PL,EBOSPLPW290,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  PLOCK, MAZOWIECKIE",PLOCK,POLAND,Europe/Warsaw
PL,EBOSPLPW304,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  TORUN, KUJAWSKO-POMORSKIE",TORUN,POLAND,Europe/Warsaw
PL,EBOSPLPWCHA,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  CHELM, LUBELSKIE",CHELM,POLAND,Europe/Warsaw
PL,EBOSPLPWKIA,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  KIELCE, SWIETOKRZYSKIE",KIELCE,POLAND,Europe/Warsaw
PL,EBOSPLPWLOA,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  LOMZA, PODLASKIE, 18-400",LOMZA,POLAND,Europe/Warsaw
PL,EBOSPLPWPIA,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  PILA, WIELKOPOLSKIE, 64-920",PILA,POLAND,Europe/Warsaw
PL,EBOSPLPWSUA,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  SUWALKI, PODLASKIE",SUWALKI,POLAND,Europe/Warsaw
PL,EBOSPLPWXXX,BIC11,BANK OCHRONY SRODOWISKA S.A.,"UL. ZELAZNA 32  WARSZAWA, MAZOWIECKIE, 00-832",WARSZAWA,POLAND,Europe/Warsaw
PL,EBOSPLPWZAA,BIC11,BANK OCHRONY SRODOWISKA S.A.,"  ZAMOSC, LUBELSKIE",ZAMOSC,POLAND,Europe/Warsaw
CL,ECCVCLRMXXX,BIC11,"CCLV, CONTRAPARTE CENTRAL S.A.",  ,SANTIAGO,CHILE,Pacific/Easter
MC,EFGBMCMCXXX,BIC11,EFG BANK (MONACO),"VILLA DES AIGLES 15 AVENUE D'OSTENDE MONACO, MONACO, 98000",MONACO,MONACO,Europe/Monaco
